,Date,Open,High,Low,Close,Adj Close,Volume
28,2018-02-21,271.8999938964844,274.7200012207031,269.94000244140625,270.04998779296875,249.08038330078125,98883700
29,2018-02-22,271.1000061035156,273.04998779296875,269.6400146484375,270.3999938964844,249.4032287597656,110511300
30,2018-02-23,271.7900085449219,274.7099914550781,271.25,274.7099914550781,253.3786163330078,92766400
31,2018-02-26,275.92999267578125,278.010009765625,275.260009765625,277.8999938964844,256.32086181640625,86491400
32,2018-02-27,278.1099853515625,278.9200134277344,274.3599853515625,274.42999267578125,253.1202545166016,99099200
33,2018-02-28,275.67999267578125,276.19000244140625,271.2900085449219,271.6499938964844,250.55616760253903,121907800
34,2018-03-01,271.4100036621094,273.1700134277344,266.0,267.70001220703125,246.91290283203125,176855100
35,2018-03-02,265.79998779296875,269.7200012207031,264.82000732421875,269.0799865722656,248.1857147216797,139083200
36,2018-03-05,267.7300109863281,272.8900146484375,267.6099853515625,272.19000244140625,251.05426025390625,97307400
37,2018-03-06,273.29998779296875,273.3900146484375,271.17999267578125,272.8800048828125,251.6905975341797,79213200
38,2018-03-07,270.4200134277344,273.17999267578125,270.20001220703125,272.7799987792969,251.5984344482422,87063500
39,2018-03-08,273.54998779296875,274.239990234375,272.4200134277344,274.1000061035156,252.8158721923828,66901200
40,2018-03-09,275.70001220703125,278.8699951171875,275.3399963378906,278.8699951171875,257.2154846191406,113625300
41,2018-03-12,279.20001220703125,279.9100036621094,278.0799865722656,278.5199890136719,256.8926696777344,71924800
42,2018-03-13,279.8399963378906,280.4100036621094,276.0299987792969,276.7200012207031,255.23243713378903,91968900
43,2018-03-14,277.8099975585937,278.0199890136719,274.6700134277344,275.29998779296875,253.92269897460935,105895100
44,2018-03-15,275.8800048828125,276.6099853515625,274.42999267578125,275.0,253.64602661132807,83433000
45,2018-03-16,274.5,275.3900146484375,274.1400146484375,274.20001220703125,253.9210205078125,100343700
46,2018-03-19,273.3500061035156,274.3999938964844,268.6199951171875,270.489990234375,250.4854278564453,109208400
47,2018-03-20,270.94000244140625,271.6700134277344,270.17999267578125,270.95001220703125,250.9113922119141,59757300
48,2018-03-21,270.8999938964844,273.2699890136719,270.19000244140625,270.42999267578125,250.42991638183597,78709600
49,2018-03-22,267.9100036621094,268.8699951171875,263.3599853515625,263.6700134277344,244.16981506347656,148785900
50,2018-03-23,264.1700134277344,264.5400085449219,257.8299865722656,258.04998779296875,238.9654541015625,183534800
51,2018-03-26,262.1300048828125,265.42999267578125,259.4100036621094,265.1099853515625,245.5033264160156,141956100
52,2018-03-27,266.1700134277344,266.7699890136719,258.8399963378906,260.6000061035156,241.32687377929688,129941400
53,2018-03-28,260.75,262.6400146484375,258.5799865722656,259.8299865722656,240.6138458251953,146452300
54,2018-03-29,261.1199951171875,265.260009765625,259.8399963378906,263.1499938964844,243.68829345703125,111601600
55,2018-04-02,262.54998779296875,263.1300048828125,254.6699981689453,257.4700012207031,238.4283599853516,186286300
56,2018-04-03,258.8699951171875,261.3099975585937,256.8399963378906,260.7699890136719,241.48431396484372,119956900
57,2018-04-04,256.75,264.3599853515625,256.6000061035156,263.5599975585937,244.0679931640625,123715300
58,2018-04-05,265.54998779296875,266.6400146484375,264.32000732421875,265.6400146484375,245.99415588378903,82652600
59,2018-04-06,263.4200134277344,265.1099853515625,258.0,259.7200012207031,240.51194763183597,179521200
60,2018-04-09,261.3699951171875,264.8399963378906,259.94000244140625,261.0,241.69728088378903,105442900
61,2018-04-10,264.2699890136719,266.0400085449219,262.9800109863281,265.1499938964844,245.54039001464844,103529000
62,2018-04-11,263.4700012207031,265.6400146484375,263.3900146484375,263.760009765625,244.253173828125,91140200
63,2018-04-12,265.260009765625,267.0,265.0599975585937,265.92999267578125,246.2626495361328,68890500
64,2018-04-13,267.4100036621094,267.5400085449219,264.010009765625,265.1499938964844,245.54039001464844,85079200
65,2018-04-16,267.0,268.20001220703125,266.07000732421875,267.3299865722656,247.5591278076172,63405300
66,2018-04-17,269.3299865722656,270.8699951171875,268.75,270.19000244140625,250.2076416015625,64682000
67,2018-04-18,270.69000244140625,271.29998779296875,269.8699951171875,270.3900146484375,250.39288330078125,57303900
68,2018-04-19,269.6499938964844,269.8800048828125,267.7200012207031,268.8900146484375,249.0038299560547,77655900
69,2018-04-20,268.8099975585937,269.0599975585937,265.6099853515625,266.6099853515625,246.89242553710935,99953100
70,2018-04-23,267.260009765625,267.8900146484375,265.3500061035156,266.57000732421875,246.8553924560547,65558000
71,2018-04-24,267.7300109863281,267.9800109863281,261.2799987792969,262.9800109863281,243.53086853027344,112885500
72,2018-04-25,262.9100036621094,264.1300048828125,260.8500061035156,263.6300048828125,244.1328582763672,103840900
73,2018-04-26,264.7900085449219,267.25,264.2900085449219,266.3099975585937,246.61460876464844,67731900
74,2018-04-27,267.0,267.3399963378906,265.5,266.5599975585937,246.8460998535156,57053600
75,2018-04-30,267.260009765625,267.8900146484375,264.42999267578125,264.510009765625,244.94775390625,82182300
76,2018-05-01,263.8699951171875,265.1000061035156,262.1099853515625,264.9800109863281,245.38296508789065,74203400
77,2018-05-02,264.760009765625,265.67999267578125,262.760009765625,263.20001220703125,243.7346343994141,86368900
78,2018-05-03,262.260009765625,263.3599853515625,259.04998779296875,262.6199951171875,243.19749450683597,136311500
79,2018-05-04,261.5199890136719,266.7900085449219,261.1499938964844,266.0199890136719,246.34600830078125,91222100
80,2018-05-07,266.8900146484375,268.0199890136719,266.1099853515625,266.9200134277344,247.17947387695312,55304900
81,2018-05-08,266.5,267.3299865722656,265.1499938964844,266.9200134277344,247.17947387695312,67499200
82,2018-05-09,267.67999267578125,269.8699951171875,267.0899963378906,269.5,249.5686798095703,59666100
83,2018-05-10,270.3399963378906,272.3900146484375,270.2200012207031,272.0199890136719,251.90231323242188,72063900
84,2018-05-11,272.1600036621094,273.1499938964844,271.5799865722656,272.8500061035156,252.6709747314453,59871500
85,2018-05-14,273.3399963378906,274.0799865722656,272.3599853515625,272.9800109863281,252.7913055419922,54790600
86,2018-05-15,271.5899963378906,271.6099853515625,270.0299987792969,271.1000061035156,251.05029296875,87036100
87,2018-05-16,271.1400146484375,272.760009765625,271.1099853515625,272.239990234375,252.1060028076172,53942600
88,2018-05-17,271.94000244140625,273.2300109863281,271.1300048828125,272.010009765625,251.89300537109372,56536400
89,2018-05-18,271.6199951171875,272.0299987792969,270.92999267578125,271.3299865722656,251.26333618164065,64368000
90,2018-05-21,273.010009765625,273.9800109863281,272.57000732421875,273.3699951171875,253.1524353027344,58025900
91,2018-05-22,273.9599914550781,274.25,272.239990234375,272.6099853515625,252.44862365722656,52966400
92,2018-05-23,271.1700134277344,273.3900146484375,270.989990234375,273.3599853515625,253.14324951171875,64694200
93,2018-05-24,272.9100036621094,273.2200012207031,270.7799987792969,272.79998779296875,252.62461853027344,76043800
94,2018-05-25,272.1499938964844,272.8599853515625,271.5799865722656,272.1499938964844,252.02273559570312,56374800
95,2018-05-29,270.3099975585937,271.1700134277344,267.760009765625,269.0199890136719,249.1241607666016,115908600
96,2018-05-30,270.5,273.1099853515625,270.4200134277344,272.6099853515625,252.44862365722656,69678400
97,2018-05-31,272.1499938964844,272.489990234375,270.260009765625,270.94000244140625,250.90220642089844,93519900
98,2018-06-01,272.4100036621094,273.94000244140625,272.3299865722656,273.6000061035156,253.365478515625,71258400
99,2018-06-04,274.5299987792969,275.19000244140625,274.260009765625,274.8999938964844,254.56930541992188,45385200
100,2018-06-05,275.04998779296875,275.5299987792969,274.17999267578125,275.1000061035156,254.75454711914065,51135000
101,2018-06-06,275.7900085449219,277.5199890136719,275.0899963378906,277.3999938964844,256.8843994140625,62732200
102,2018-06-07,277.95001220703125,278.2799987792969,276.3399963378906,277.3699951171875,256.8565979003906,72969400
103,2018-06-08,276.8500061035156,278.25,276.6600036621094,278.19000244140625,257.615966796875,72139700
104,2018-06-11,278.44000244140625,279.3699951171875,278.3099975585937,278.5599975585937,257.95855712890625,58892500
105,2018-06-12,279.0299987792969,279.3299865722656,278.19000244140625,278.9200134277344,258.2919616699219,72329000
106,2018-06-13,279.19000244140625,279.4800109863281,277.79998779296875,278.0299987792969,257.4677734375,79070600
107,2018-06-14,279.010009765625,279.3299865722656,278.0599975585937,278.7300109863281,258.1160583496094,77097600
108,2018-06-15,276.6000061035156,277.510009765625,275.3500061035156,277.1300048828125,257.78680419921875,120041600
109,2018-06-18,275.489990234375,276.70001220703125,274.95001220703125,276.5599975585937,257.25653076171875,52917600
110,2018-06-19,274.0,275.75,273.5299987792969,275.5,256.27056884765625,97531500
111,2018-06-20,276.2699890136719,276.7200012207031,275.5899963378906,275.9700012207031,256.7077331542969,53785500
112,2018-06-21,275.9599914550781,275.9800109863281,273.67999267578125,274.239990234375,255.0985107421875,71061400
113,2018-06-22,275.6600036621094,275.7900085449219,274.489990234375,274.739990234375,255.56350708007807,54898500
114,2018-06-25,273.44000244140625,273.6199951171875,269.1000061035156,271.0,252.08462524414065,137854200
115,2018-06-26,271.6400146484375,272.5599975585937,270.7900085449219,271.6000061035156,252.6427154541016,68547400
116,2018-06-27,272.260009765625,273.8699951171875,269.17999267578125,269.3500061035156,250.5497589111328,105110700
117,2018-06-28,269.2900085449219,271.75,268.489990234375,270.8900146484375,251.9822998046875,76650500
118,2018-06-29,272.1199951171875,273.6600036621094,271.1499938964844,271.2799987792969,252.34510803222656,97592500
119,2018-07-02,269.510009765625,272.0400085449219,269.239990234375,271.8599853515625,252.88458251953125,63554800
120,2018-07-03,272.8699951171875,272.9800109863281,270.4200134277344,270.8999938964844,251.9916229248047,42187100
121,2018-07-05,272.1700134277344,273.17999267578125,270.9599914550781,273.1099853515625,254.04736328125,56925900
122,2018-07-06,273.1400146484375,275.8399963378906,272.7099914550781,275.4200134277344,256.1961364746094,66493700
123,2018-07-09,276.54998779296875,277.9599914550781,276.5,277.8999938964844,258.5030212402344,50550400
124,2018-07-10,278.4100036621094,279.010009765625,278.0799865722656,278.8999938964844,259.4332275390625,51966800
125,2018-07-11,277.1499938964844,278.0400085449219,276.5199890136719,276.8599853515625,257.53564453125,77054700
126,2018-07-12,278.2799987792969,279.42999267578125,277.6000061035156,279.3699951171875,259.87042236328125,60124700
127,2018-07-13,279.1700134277344,279.92999267578125,278.6600036621094,279.5899963378906,260.07501220703125,48216000
128,2018-07-16,279.6400146484375,279.79998779296875,278.8399963378906,279.3399963378906,259.842529296875,48201000
129,2018-07-17,278.4700012207031,280.9100036621094,278.4100036621094,280.4700012207031,260.89361572265625,52315500
130,2018-07-18,280.5599975585937,281.17999267578125,280.0599975585937,281.0599975585937,261.4424133300781,44593500
131,2018-07-19,280.3099975585937,280.739990234375,279.4599914550781,280.0,260.4564819335937,61412100
132,2018-07-20,279.7699890136719,280.4800109863281,279.5,279.67999267578125,260.15875244140625,82337700
133,2018-07-23,279.45001220703125,280.42999267578125,279.0599975585937,280.20001220703125,260.642578125,47047600
134,2018-07-24,281.7900085449219,282.5599975585937,280.6300048828125,281.6099853515625,261.9540710449219,68026900
135,2018-07-25,281.3299865722656,284.3699951171875,281.2799987792969,284.010009765625,264.1865234375,78882900
136,2018-07-26,283.20001220703125,284.1099853515625,283.0899963378906,283.3399963378906,263.5633239746094,57919500
137,2018-07-27,283.7099914550781,283.82000732421875,280.3800048828125,281.4200134277344,261.7772827148437,76768700
138,2018-07-30,281.510009765625,281.69000244140625,279.3599853515625,279.95001220703125,260.409912109375,63742500
139,2018-07-31,280.8099975585937,282.0199890136719,280.3800048828125,281.3299865722656,261.693603515625,68570500
140,2018-08-01,281.5599975585937,282.1300048828125,280.1300048828125,280.8599853515625,261.25640869140625,53853300
141,2018-08-02,279.3900146484375,282.5799865722656,279.1600036621094,282.3900146484375,262.6795959472656,63426400
142,2018-08-03,282.5299987792969,283.6600036621094,282.3299865722656,283.6000061035156,263.80517578125,53935400
143,2018-08-06,283.6400146484375,284.989990234375,283.20001220703125,284.6400146484375,264.77264404296875,39400900
144,2018-08-07,285.3900146484375,286.010009765625,285.239990234375,285.5799865722656,265.6468811035156,43196600
145,2018-08-08,285.3900146484375,285.9100036621094,284.94000244140625,285.4599914550781,265.53533935546875,42114600
146,2018-08-09,285.5299987792969,285.9700012207031,284.9200134277344,285.07000732421875,265.1726379394531,35717000
147,2018-08-10,283.45001220703125,284.0599975585937,282.3599853515625,283.1600036621094,263.3959045410156,77076000
148,2018-08-13,283.4700012207031,284.1600036621094,281.7699890136719,282.1000061035156,262.40985107421875,65732900
149,2018-08-14,282.9200134277344,284.1700134277344,282.4800109863281,283.8999938964844,264.0842590332031,43842000
150,2018-08-15,282.3800048828125,282.5400085449219,280.1600036621094,281.7799987792969,262.1122436523437,102925400
151,2018-08-16,283.3999938964844,285.0400085449219,283.3599853515625,284.0599975585937,264.2330322265625,69967900
152,2018-08-17,283.8299865722656,285.5599975585937,283.3699951171875,285.0599975585937,265.16326904296875,65618500
153,2018-08-20,285.57000732421875,285.9700012207031,285.0599975585937,285.6700134277344,265.73065185546875,39807500
154,2018-08-21,286.25,287.3099975585937,285.7099914550781,286.3399963378906,266.3538818359375,67272000
155,2018-08-22,285.8800048828125,286.760009765625,285.5799865722656,286.1700134277344,266.1957702636719,44993300
156,2018-08-23,285.9700012207031,286.94000244140625,285.42999267578125,285.7900085449219,265.8423156738281,49204900
157,2018-08-24,286.44000244140625,287.6700134277344,286.3800048828125,287.510009765625,267.4422607421875,57487400
158,2018-08-27,288.8599853515625,289.8999938964844,288.67999267578125,289.7799987792969,269.5538024902344,57072400
159,2018-08-28,290.29998779296875,290.4200134277344,289.3999938964844,289.9200134277344,269.6841735839844,46943500
160,2018-08-29,290.1600036621094,291.739990234375,289.8900146484375,291.4800109863281,271.1351623535156,61485500
161,2018-08-30,290.94000244140625,291.3599853515625,289.6300048828125,290.29998779296875,270.0374755859375,61229500
162,2018-08-31,289.8399963378906,290.8099975585937,289.2900085449219,290.3099975585937,270.0467834472656,66140800
163,2018-09-04,289.8399963378906,290.2099914550781,288.67999267578125,289.8099975585937,269.58172607421875,57594400
164,2018-09-05,289.4100036621094,289.6400146484375,287.8900146484375,289.0299987792969,268.8561096191406,72452400
165,2018-09-06,289.1499938964844,289.489990234375,287.0,288.1600036621094,268.0468444824219,65909900
166,2018-09-07,286.9800109863281,288.70001220703125,286.7099914550781,287.6000061035156,267.5259704589844,73524800
167,2018-09-10,288.739990234375,289.0400085449219,287.8800048828125,288.1000061035156,267.9910583496094,50210900
168,2018-09-11,287.3699951171875,289.54998779296875,286.9800109863281,289.04998779296875,268.874755859375,50530500
169,2018-09-12,289.0599975585937,289.79998779296875,288.2300109863281,289.1199951171875,268.93994140625,59810800
170,2018-09-13,290.32000732421875,291.0400085449219,290.0,290.8299865722656,270.530517578125,51034200
171,2018-09-14,291.0599975585937,291.2699890136719,290.0,290.8800048828125,270.5770263671875,55079900
172,2018-09-17,290.82000732421875,290.8599853515625,289.0299987792969,289.3399963378906,269.1445007324219,68244000
173,2018-09-18,289.5799865722656,291.5799865722656,289.54998779296875,290.9100036621094,270.6049194335937,61930400
174,2018-09-19,290.9700012207031,291.69000244140625,290.8299865722656,291.2200012207031,270.8933410644531,49080600
175,2018-09-20,292.6400146484375,293.94000244140625,291.239990234375,293.5799865722656,273.08856201171875,100360600
176,2018-09-21,293.0899963378906,293.2200012207031,291.8099975585937,291.989990234375,272.83905029296875,105479700
177,2018-09-24,291.3399963378906,291.5,290.3699951171875,291.0199890136719,271.9327392578125,53409600
178,2018-09-25,291.5299987792969,291.6499938964844,290.4800109863281,290.75,271.680419921875,44370000
179,2018-09-26,290.9100036621094,292.239990234375,289.4100036621094,289.8800048828125,270.86749267578125,79739700
180,2018-09-27,290.4100036621094,291.9100036621094,290.1000061035156,290.69000244140625,271.6243591308594,59249500
181,2018-09-28,289.989990234375,291.2799987792969,289.95001220703125,290.7200012207031,271.65240478515625,70091400
182,2018-10-01,292.1099853515625,292.92999267578125,290.9800109863281,291.7300109863281,272.5961608886719,62078900
183,2018-10-02,291.5599975585937,292.3599853515625,291.1400146484375,291.5599975585937,272.4372253417969,47258200
184,2018-10-03,292.739990234375,293.2099914550781,291.32000732421875,291.7200012207031,272.5867919921875,64694600
185,2018-10-04,291.17999267578125,291.239990234375,287.6600036621094,289.44000244140625,270.4563293457031,111545900
186,2018-10-05,289.69000244140625,290.2699890136719,286.2200012207031,287.82000732421875,268.9425964355469,105951700
187,2018-10-08,287.04998779296875,288.2200012207031,285.5,287.82000732421875,268.9425964355469,87742200
188,2018-10-09,287.3900146484375,288.8599853515625,286.7699890136719,287.3999938964844,268.5501403808594,74339000
189,2018-10-10,286.8299865722656,286.9100036621094,277.8800048828125,278.29998779296875,260.04693603515625,214731000
190,2018-10-11,277.0799865722656,278.8999938964844,270.3599853515625,272.1700134277344,254.3190155029297,274840500
191,2018-10-12,276.7699890136719,277.0899963378906,272.3699951171875,275.95001220703125,257.8511047363281,183186500
192,2018-10-15,275.54998779296875,277.0400085449219,274.29998779296875,274.3999938964844,256.4027709960937,102263700
193,2018-10-16,276.6000061035156,280.82000732421875,276.07000732421875,280.3999938964844,262.0091857910156,118255800
194,2018-10-17,280.44000244140625,281.1499938964844,277.5599975585937,280.45001220703125,262.05596923828125,110626000
195,2018-10-18,279.3999938964844,280.07000732421875,274.9700012207031,276.3999938964844,258.27154541015625,134557500
196,2018-10-19,277.1300048828125,279.29998779296875,275.4700012207031,276.25,258.1314392089844,139901600
197,2018-10-22,277.0,277.3599853515625,274.4100036621094,275.010009765625,256.97271728515625,82415800
198,2018-10-23,270.95001220703125,274.8699951171875,268.6099853515625,273.6099853515625,255.66455078125,146352700
199,2018-10-24,273.3299865722656,273.760009765625,264.70001220703125,265.32000732421875,247.9183349609375,177806700
200,2018-10-25,267.3800048828125,271.8099975585937,266.2300109863281,270.0799865722656,252.36605834960935,138061500
201,2018-10-26,265.9200134277344,271.0,262.2900085449219,265.3299865722656,247.9276428222656,201574600
202,2018-10-29,268.79998779296875,270.25,259.8500061035156,263.8599853515625,246.5540008544922,160749100
203,2018-10-30,263.6700134277344,268.1199951171875,263.1199951171875,267.7699890136719,250.2076416015625,157116000
204,2018-10-31,270.6499938964844,273.2300109863281,270.1199951171875,270.6300048828125,252.8800048828125,128296300
205,2018-11-01,271.6000061035156,273.7300109863281,270.3800048828125,273.510009765625,255.57113647460935,99495000
206,2018-11-02,274.75,275.2300109863281,269.5899963378906,271.8900146484375,254.0574493408203,122634100
207,2018-11-05,272.44000244140625,274.010009765625,271.3500061035156,273.3900146484375,255.45901489257807,65622500
208,2018-11-06,273.32000732421875,275.29998779296875,273.25,275.1199951171875,257.07550048828125,60085900
209,2018-11-07,277.5599975585937,281.1000061035156,277.0799865722656,281.010009765625,262.5792236328125,102752100
210,2018-11-08,280.1099853515625,281.2200012207031,279.2200012207031,280.5,262.1027526855469,65584900
211,2018-11-09,279.0299987792969,279.239990234375,276.17999267578125,277.760009765625,259.5424194335937,98812600
212,2018-11-12,277.19000244140625,277.4599914550781,271.989990234375,272.57000732421875,254.6927947998047,99673600
213,2018-11-13,273.0899963378906,275.3299865722656,271.25,272.0599975585937,254.2162322998047,98176600
214,2018-11-14,274.1600036621094,274.6099853515625,268.45001220703125,270.20001220703125,252.47821044921875,125335900
215,2018-11-15,268.7799987792969,273.5400085449219,267.010009765625,273.0199890136719,255.11325073242188,135101400
216,2018-11-16,271.7900085449219,274.75,271.2099914550781,273.7300109863281,255.77671813964844,126668000
217,2018-11-19,273.04998779296875,273.3800048828125,268.07000732421875,269.1000061035156,251.450439453125,103061700
218,2018-11-20,265.3599853515625,267.0,263.1499938964844,264.1199951171875,246.79698181152344,136021300
219,2018-11-21,265.8599853515625,267.1499938964844,265.010009765625,265.0199890136719,247.63796997070312,75563700
220,2018-11-23,263.17999267578125,264.82000732421875,263.07000732421875,263.25,245.98410034179688,42807900
221,2018-11-26,265.7799987792969,267.75,265.3399963378906,267.5,249.95535278320312,79981400
222,2018-11-27,266.3399963378906,268.3999938964844,265.6600036621094,268.3999938964844,250.7962646484375,75502400
223,2018-11-28,269.6000061035156,274.5799865722656,268.3299865722656,274.5799865722656,256.5709228515625,127629600
224,2018-11-29,273.7099914550781,275.54998779296875,272.42999267578125,273.9800109863281,256.0103454589844,82346400
225,2018-11-30,273.8099975585937,276.2799987792969,273.45001220703125,275.6499938964844,257.5707397460937,98204200
226,2018-12-03,280.2799987792969,280.3999938964844,277.510009765625,279.29998779296875,260.9812927246094,103176300
227,2018-12-04,278.3699951171875,278.8500061035156,269.8999938964844,270.25,252.52496337890625,177986000
228,2018-12-06,265.9200134277344,269.9700012207031,262.44000244140625,269.8399963378906,252.1418609619141,204185400
229,2018-12-07,269.4599914550781,271.2200012207031,262.6300048828125,263.57000732421875,246.28306579589844,161018900
230,2018-12-10,263.3699951171875,265.1600036621094,258.6199951171875,264.07000732421875,246.75022888183597,151445900
231,2018-12-11,267.6600036621094,267.8699951171875,262.4800109863281,264.1300048828125,246.80638122558597,121504400
232,2018-12-12,267.4700012207031,269.0,265.3699951171875,265.4599914550781,248.049072265625,97976700
233,2018-12-13,266.5199890136719,267.489990234375,264.1199951171875,265.3699951171875,247.9650421142578,96662700
234,2018-12-14,262.9599914550781,264.0299987792969,259.8500061035156,260.4700012207031,243.38638305664065,116961100
235,2018-12-17,259.3999938964844,260.6499938964844,253.52999877929688,255.3600006103516,238.61155700683597,165492300
236,2018-12-18,257.20001220703125,257.95001220703125,253.27999877929688,255.0800018310547,238.34991455078125,134515100
237,2018-12-19,255.1699981689453,259.3999938964844,249.3500061035156,251.25999450683597,234.78045654296875,214992800
238,2018-12-20,249.8600006103516,251.6199951171875,244.6499938964844,247.1699981689453,230.9586944580078,252053400
239,2018-12-21,246.7400054931641,249.7100067138672,239.97999572753903,240.6999969482422,226.2264862060547,255345600
240,2018-12-24,239.0399932861328,240.83999633789065,234.2700042724609,234.33999633789065,220.24891662597656,147311600
241,2018-12-26,235.97000122070312,246.17999267578125,233.75999450683597,246.17999267578125,231.3769378662109,218485400
242,2018-12-27,242.57000732421875,248.2899932861328,238.9600067138672,248.07000732421875,233.15333557128903,186267300
243,2018-12-28,249.5800018310547,251.3999938964844,246.4499969482422,247.75,232.8525390625,153100200
244,2018-12-31,249.55999755859372,250.19000244140625,247.47000122070312,249.9199981689453,234.8920440673828,144299400
245,2019-01-02,245.97999572753903,251.2100067138672,245.9499969482422,250.17999267578125,235.1364288330078,126925200
246,2019-01-03,248.22999572753903,248.57000732421875,243.6699981689453,244.2100067138672,229.52540588378903,144140700
247,2019-01-04,247.58999633789065,253.1100006103516,247.1699981689453,252.38999938964844,237.2135772705078,142628800
248,2019-01-07,252.69000244140625,255.9499969482422,251.69000244140625,254.3800048828125,239.0838928222656,103139100
249,2019-01-08,256.82000732421875,257.3099975585937,254.0,256.7699890136719,241.3301544189453,102512600
250,2019-01-09,257.5599975585937,258.9100036621094,256.19000244140625,257.9700012207031,242.45802307128903,95006600
251,2019-01-10,256.260009765625,259.1600036621094,255.5,258.8800048828125,243.31326293945312,96823900
252,2019-01-11,257.67999267578125,259.010009765625,257.0299987792969,258.9800109863281,243.40728759765625,73858100
253,2019-01-14,256.8599853515625,258.29998779296875,256.4100036621094,257.3999938964844,241.9222869873047,70908200
254,2019-01-15,257.82000732421875,260.70001220703125,257.8099975585937,260.3500061035156,244.69493103027344,85208300
255,2019-01-16,260.8299865722656,261.9700012207031,260.6000061035156,260.9800109863281,245.2870330810547,77636700
256,2019-01-17,260.010009765625,263.9200134277344,259.9599914550781,262.9599914550781,247.1479339599609,96118400
257,2019-01-18,264.9800109863281,266.9800109863281,263.0,266.4599914550781,250.4374542236328,127900300
258,2019-01-22,264.82000732421875,265.0599975585937,261.0599975585937,262.8599853515625,247.05398559570312,115531200
259,2019-01-23,264.010009765625,264.7900085449219,260.6600036621094,263.4100036621094,247.5708923339844,86030300
260,2019-01-24,263.2099914550781,264.20001220703125,262.0799865722656,263.54998779296875,247.7024688720703,59204100
261,2019-01-25,265.6099853515625,266.70001220703125,263.6600036621094,265.7799987792969,249.79837036132807,96883400
262,2019-01-28,263.3900146484375,263.8299865722656,261.7900085449219,263.760009765625,247.8998565673828,85613700
263,2019-01-29,263.9200134277344,264.54998779296875,262.4800109863281,263.4100036621094,247.5708923339844,66136300
264,2019-01-30,265.1000061035156,268.5199890136719,264.25,267.5799865722656,251.4901580810547,92473700
265,2019-01-31,267.510009765625,270.4700012207031,267.2699890136719,269.92999267578125,253.69883728027344,104012100
266,2019-02-01,270.1499938964844,271.20001220703125,269.17999267578125,270.0599975585937,253.8209686279297,85782500
267,2019-02-04,270.1099853515625,272.0299987792969,269.3599853515625,271.9599914550781,255.60678100585935,60744800
268,2019-02-05,272.44000244140625,273.44000244140625,271.8800048828125,273.1000061035156,256.67822265625,79552800
